Model Name,Release Date,Company/Provider,Parameters,Context Window,Architecture,Modality,Model Type,Public Access,Features,Notable Achievements
Llama 3.1 405B via Together,2024-07-23T00:00:00Z,Meta / Together (API),405B,131072,,text,Language Model,Yes,,
Llama 3.1 405B via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),405B,131072,,text,Language Model,Yes,,
Llama 3.1 405B via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),405B,131072,,text,Language Model,Yes,,
Llama 3.1 405B-Chat via Together,2024-07-23T00:00:00Z,Meta / Together (API),405B,131072,,text,Language Model,Yes,,
Llama 3.1 405B-Chat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),405B,131072,,text,Language Model,Yes,,
Llama 3.1 405B-Chat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),405B,131072,,text,Language Model,Yes,,
Llama 3.1 405B-Instruct via Together,2024-07-23T00:00:00Z,Meta / Together (API),405B,131072,,text,Language Model,Yes,,
Llama 3.1 405B-Instruct via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),405B,131072,,text,Language Model,Yes,,
Llama 3.1 405B-Instruct via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),405B,131072,,text,Language Model,Yes,,
Llama 3.1 70B via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 8B via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Instruct via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q4_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q4_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q4_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q4_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q4_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q4_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q5_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q5_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q5_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q5_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q5_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q5_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q8_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q8_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B (GGUF-Q8_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Orca via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Orca via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Orca via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Hermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Hermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Hermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Neural-Chat via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Neural-Chat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Neural-Chat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-OpenHermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-OpenHermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-OpenHermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Airoboros via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Airoboros via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Airoboros via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Orion via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Orion via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Orion via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Platypus via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Platypus via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Platypus via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-UltraChat via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-UltraChat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-UltraChat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q4_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q4_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q4_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q4_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q4_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q4_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q5_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q5_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q5_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q5_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q5_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q5_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q8_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q8_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat (GGUF-Q8_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Orca via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Orca via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Orca via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Hermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Hermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Hermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Neural-Chat via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Neural-Chat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Neural-Chat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-OpenHermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-OpenHermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-OpenHermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Airoboros via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Airoboros via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Airoboros via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Orion via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Orion via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Orion via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Platypus via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Platypus via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-Platypus via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-UltraChat via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-UltraChat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Chat-UltraChat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q4_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q4_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q4_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q4_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q4_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q4_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q5_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q5_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q5_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q5_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q5_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q5_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q8_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q8_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct (GGUF-Q8_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Orca via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Orca via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Orca via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Hermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Hermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Hermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Neural-Chat via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Neural-Chat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Neural-Chat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-OpenHermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-OpenHermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-OpenHermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Airoboros via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Airoboros via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Airoboros via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Orion via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Orion via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Orion via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Platypus via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Platypus via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-Platypus via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-UltraChat via Together,2024-07-23T00:00:00Z,Meta / Together (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-UltraChat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 70B-Instruct-UltraChat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),70B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q4_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q4_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q4_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q4_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q4_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q4_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q5_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q5_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q5_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q5_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q5_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q5_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q8_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q8_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B (GGUF-Q8_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Orca via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Orca via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Orca via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Hermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Hermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Hermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Neural-Chat via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Neural-Chat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Neural-Chat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-OpenHermes via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-OpenHermes via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-OpenHermes via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Airoboros via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Airoboros via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Airoboros via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Orion via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Orion via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Orion via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Platypus via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Platypus via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Platypus via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-UltraChat via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-UltraChat via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-UltraChat via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q4_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q4_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q4_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q4_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q4_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q4_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q5_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q5_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q5_0) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q5_1) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q5_1) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q5_1) via Baseten,2024-07-23T00:00:00Z,Meta / Baseten (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q8_0) via Together,2024-07-23T00:00:00Z,Meta / Together (API),8B,131072,,text,Language Model,Yes,,
Llama 3.1 8B-Chat (GGUF-Q8_0) via Replicate,2024-07-23T00:00:00Z,Meta / Replicate (API),8B,131072,,text,Language Model,Yes,,
